Date,Time,CO,TinOxide,Benzene,Titanium,NO2,TungstenOxide,IndiumOxide,Temperature,RelativeHumidity,AbsoluteHumidity
21/10/2004,15.00.00,2.9,1382,16.7,1200,101,1807,1413,26.9,50,1.7507
21/10/2004,16.00.00,3,1400,17.7,1230,102,1864,1483,26.5,52.2,1.7769
21/10/2004,17.00.00,3.2,1443,20.9,1322,101,1933,1539,27,51,1.7936
21/10/2004,18.00.00,4.4,1630,28.7,1520,118,2166,1691,25.9,55.8,1.8347
21/10/2004,19.00.00,6,1720,34.8,1661,120,2403,1846,25.1,59.4,1.8632
21/10/2004,20.00.00,5,1600,27.5,1492,107,2160,1665,24.7,58.7,1.8001
21/10/2004,21.00.00,4.3,1525,24.9,1427,104,2085,1577,23.6,62.2,1.7863
21/10/2004,22.00.00,4.3,1544,24.2,1409,91,2048,1603,22.4,67.1,1.794
21/10/2004,23.00.00,4.2,1455,22.2,1357,91,1964,1530,21.6,69.2,1.763
22/10/2004,00.00.00,2.2,1203,13.2,1090,74,1655,1205,21.3,68.5,1.7164
22/10/2004,01.00.00,1.3,1038,7.9,895,63,1474,999,21.2,68.6,1.7046
22/10/2004,02.00.00,1,975,5.9,807,57,1423,904,20.3,70.6,1.6659
22/10/2004,03.00.00,0.7,917,4.1,714,-200,1355,843,20.8,67.3,1.6353
22/10/2004,04.00.00,-200,930,4.6,741,48,1392,843,19.6,71.3,1.612
22/10/2004,05.00.00,0.9,960,5.8,804,49,1435,886,18.7,74.4,1.5861
22/10/2004,06.00.00,1,982,6.5,834,55,1435,911,19.8,69.2,1.5808
22/10/2004,07.00.00,2.8,1359,19.5,1282,78,1912,1319,19.8,69.4,1.5859
22/10/2004,08.00.00,4.1,1500,28,1503,91,2158,1927,20.4,66.7,1.5781
22/10/2004,09.00.00,2.9,1315,18.7,1261,88,1830,1554,22.3,60.6,1.6069
22/10/2004,10.00.00,2.7,1307,18.3,1248,83,1787,1565,22.6,59.9,1.6246
22/10/2004,11.00.00,2.1,1235,14.3,1125,81,1704,1462,24.5,54.5,1.6514
22/10/2004,12.00.00,2.4,1310,16.5,1194,83,1781,1487,24.4,55.4,1.6712
22/10/2004,13.00.00,3.8,1459,22.9,1375,111,2007,1690,26,51.9,1.7148
22/10/2004,14.00.00,3.7,1461,22.3,1358,112,2033,1603,26.8,49.1,1.7101
22/10/2004,15.00.00,3.7,1476,22,1352,112,1996,1568,26.4,49.8,1.6928
22/10/2004,16.00.00,5.5,1612,27.7,1496,137,2127,1743,26.9,48.6,1.7017
22/10/2004,17.00.00,5.4,1654,29.8,1546,152,2176,2007,26.2,48.9,1.634
22/10/2004,18.00.00,8.4,1808,40,1771,163,2486,2235,24.3,54.3,1.6276
22/10/2004,19.00.00,6.8,1681,35.1,1666,135,2339,1998,23.3,58.1,1.6457
22/10/2004,20.00.00,4.5,1494,25.5,1443,119,2020,1795,22.3,62.5,1.6616
22/10/2004,21.00.00,2.5,1251,13.7,1107,91,1657,1407,21.3,66.1,1.6556
22/10/2004,22.00.00,1.6,1132,9.7,965,74,1502,1211,21.2,65.7,1.6319
22/10/2004,23.00.00,1.7,1158,9.8,970,73,1509,1202,20.3,68.1,1.6009
23/10/2004,00.00.00,1.7,1146,10.1,983,71,1518,1136,20.4,66.7,1.583
23/10/2004,01.00.00,1.1,993,6,813,57,1413,946,19.9,67.5,1.5544
23/10/2004,02.00.00,1,989,6,814,51,1418,915,19.1,70,1.5331
23/10/2004,03.00.00,0.8,943,4.6,746,-200,1374,864,19.3,68.1,1.5139
23/10/2004,04.00.00,-200,910,4,712,42,1341,836,19.6,66.9,1.5125
23/10/2004,05.00.00,0.7,925,4.6,742,43,1381,842,18.1,72.1,1.4834
23/10/2004,06.00.00,1.2,1039,7.6,882,52,1473,1002,18.1,72.3,1.4927
23/10/2004,07.00.00,2.3,1208,13.6,1104,65,1699,1165,17.6,74.8,1.491
23/10/2004,08.00.00,3,1268,16,1179,69,1753,1294,18.2,72.8,1.5048
23/10/2004,09.00.00,3.3,1353,18.9,1265,91,1833,1475,20.2,65.8,1.5374
23/10/2004,10.00.00,2.8,1317,15.7,1171,92,1727,1436,21.6,61.4,1.5696
23/10/2004,11.00.00,3,1356,16.2,1187,102,1738,1465,23.3,57.5,1.6169
23/10/2004,12.00.00,3.4,1414,19.4,1279,118,1854,1583,25,52.4,1.6356
23/10/2004,13.00.00,3,1326,16.9,1206,111,1785,1432,25.4,50.8,1.6275
23/10/2004,14.00.00,2.3,1211,12.5,1067,101,1608,1270,26.1,47.1,1.5724
23/10/2004,15.00.00,3.1,1324,15.8,1173,119,1749,1354,27,44.2,1.549
23/10/2004,16.00.00,3,1324,16,1181,115,1747,1318,27.2,43,1.5246
23/10/2004,17.00.00,3.3,1361,16.3,1189,120,1776,1351,25.6,48.3,1.5641
23/10/2004,18.00.00,4,1475,21,1324,115,1925,1530,23.3,57.9,1.6376
23/10/2004,19.00.00,4.6,1537,23.1,1381,118,2016,1615,22.2,63.6,1.6763
23/10/2004,20.00.00,4.1,1413,17.7,1231,117,1853,1415,21.6,67.7,1.7228
23/10/2004,21.00.00,2.3,1229,12.2,1055,96,1668,1219,21,69.3,1.7058
23/10/2004,22.00.00,2.6,1297,14.6,1136,89,1725,1307,20.3,70.5,1.6599
23/10/2004,23.00.00,2.6,1302,13.1,1088,84,1639,1297,20,69.5,1.6109
24/10/2004,00.00.00,2.9,1347,15.5,1165,97,1741,1321,19.7,70.1,1.5891
24/10/2004,01.00.00,2.1,1165,11.8,1042,68,1621,1133,19.5,70.7,1.5851
24/10/2004,02.00.00,2.1,1155,10.9,1012,66,1577,1124,19.4,71.4,1.5959
24/10/2004,03.00.00,1.5,1050,8.4,916,-200,1512,997,19.3,71.1,1.5746
24/10/2004,04.00.00,-200,1035,7,855,51,1467,952,18.7,73.8,1.5704
24/10/2004,05.00.00,1.4,1057,8.6,925,48,1503,972,18,75.4,1.5441
24/10/2004,06.00.00,1.2,1029,7.5,880,47,1451,965,17.3,78.4,1.532
24/10/2004,07.00.00,1.5,1037,8.1,902,48,1481,984,17.5,76.6,1.5174
24/10/2004,08.00.00,0.9,920,4.8,755,45,1359,880,20,66.7,1.5401
24/10/2004,09.00.00,1.4,1080,7.8,891,59,1477,1001,19.1,70,1.5366
24/10/2004,10.00.00,2.1,1152,9.7,966,84,1542,1137,21.4,61.7,1.5547
24/10/2004,11.00.00,1.6,1085,8.4,918,72,1467,1023,24.6,50.4,1.5363
24/10/2004,12.00.00,1.5,1071,7.6,882,68,1431,962,25,49.1,1.5295
24/10/2004,13.00.00,1.1,1000,5.9,807,52,1376,825,25.3,46.7,1.4874
24/10/2004,14.00.00,1.4,1058,7.4,875,70,1421,877,24.8,47.9,1.4819
24/10/2004,15.00.00,2,1184,10.1,983,90,1537,1046,25.3,48,1.5249
24/10/2004,16.00.00,2,1189,9.7,965,87,1533,1060,26.5,44.9,1.5278
24/10/2004,17.00.00,2.5,1277,11.8,1043,99,1631,1155,25,50.1,1.563
24/10/2004,18.00.00,4.3,1482,20.3,1305,128,1874,1464,22.9,57.6,1.5885
24/10/2004,19.00.00,5.2,1555,24.3,1410,127,1971,2185,21.7,62.9,1.6117
24/10/2004,20.00.00,3.4,1324,15.6,1168,99,1716,1959,21.8,63,1.619
24/10/2004,21.00.00,1.3,1015,7.3,869,72,1439,1375,21.2,63.4,1.5748
24/10/2004,22.00.00,1.2,1010,7.1,860,62,1450,1212,20.2,65.8,1.535
24/10/2004,23.00.00,1.7,1081,9,938,62,1517,1273,18.4,71.5,1.5038
25/10/2004,00.00.00,1.7,1071,8.9,936,63,1516,1249,17.9,72.4,1.4758
25/10/2004,01.00.00,1.4,1014,7.2,864,56,1474,1097,16.9,75.4,1.4393
25/10/2004,02.00.00,0.9,891,4.4,735,44,1353,933,16.5,75.5,1.4056
25/10/2004,03.00.00,0.7,874,4.1,715,-200,1315,858,15.4,79,1.3735
25/10/2004,04.00.00,-200,882,4.3,729,37,1319,870,15.5,78.6,1.37
25/10/2004,05.00.00,0.9,940,5.9,806,48,1392,1013,16.2,76.9,1.4029
25/10/2004,06.00.00,1.2,1020,7.2,866,59,1440,1087,15.8,79.6,1.417
25/10/2004,07.00.00,3.2,1316,18.5,1253,77,1780,1566,16,76.3,1.3772
25/10/2004,08.00.00,4.4,1423,25,1429,88,1998,1631,16.3,74.3,1.3644
25/10/2004,09.00.00,3.5,1314,18.8,1262,111,1754,1564,18.7,66.3,1.414
25/10/2004,10.00.00,3.2,1317,19.5,1283,114,1812,1601,20.5,60.2,1.4346
25/10/2004,11.00.00,3,1305,18.2,1245,108,1742,1539,19.3,66.2,1.4706
25/10/2004,12.00.00,3.5,1351,20,1298,111,1821,1577,20,63.9,1.4805
25/10/2004,13.00.00,4,1438,24.8,1425,126,1971,1732,21.4,59.4,1.4928
25/10/2004,14.00.00,3.8,1454,23.1,1380,117,1947,1672,21.5,60.9,1.5398
25/10/2004,15.00.00,4.2,1512,25.5,1441,119,2034,1744,21.6,60.9,1.5551
25/10/2004,16.00.00,5,1584,32,1597,125,2176,1845,21.6,62,1.5784
25/10/2004,17.00.00,7.9,1816,46.3,1897,158,2641,2164,21.7,61.9,1.592
25/10/2004,18.00.00,8.4,1824,44.5,1862,149,2567,2106,21,64.9,1.5987
25/10/2004,19.00.00,8,1744,41,1793,136,2469,2007,20,68.6,1.5882
25/10/2004,20.00.00,6.4,1588,32.5,1610,112,2230,1791,19.3,71.4,1.5805
25/10/2004,21.00.00,3.5,1319,19.1,1273,87,1806,1444,18.5,73.4,1.5461
25/10/2004,22.00.00,3.5,1313,19.6,1285,82,1803,1373,17.7,75.6,1.5226
25/10/2004,23.00.00,1.9,1073,10.7,1005,67,1488,1110,18.5,70.4,1.487
26/10/2004,00.00.00,2.2,1119,12.2,1056,68,1562,1099,17,76.1,1.4582
26/10/2004,01.00.00,1.6,989,8,900,60,1401,968,16.8,74.9,1.4258
26/10/2004,02.00.00,1,912,5.5,788,48,1331,847,15.5,78.5,1.3782
26/10/2004,03.00.00,1,904,5.5,787,-200,1319,852,15.3,79,1.3605
26/10/2004,04.00.00,-200,851,4.3,726,42,1277,799,15,77.9,1.3197
26/10/2004,05.00.00,0.9,902,5.9,809,46,1355,834,14.8,79.4,1.3312
26/10/2004,06.00.00,1.4,981,8.6,923,54,1425,956,15.7,77,1.3591
26/10/2004,07.00.00,3,1267,18.7,1260,82,1776,1259,16.2,75.9,1.3872
26/10/2004,08.00.00,4.5,1392,25,1429,93,1990,1494,16.3,75.9,1.3991
26/10/2004,09.00.00,3.8,1308,19.6,1285,95,1781,1458,17.7,70.6,1.4202
26/10/2004,10.00.00,3.4,1313,20.8,1318,120,1820,1491,18.3,67.6,1.4103
26/10/2004,11.00.00,3.5,1350,20.1,1299,132,1784,1560,20.1,62,1.4409
26/10/2004,12.00.00,4.4,1477,26.7,1471,146,2031,1750,22.6,54.5,1.4737
26/10/2004,13.00.00,4,1409,23.6,1393,157,1874,1709,24.6,47.1,1.4378
26/10/2004,14.00.00,4.5,1495,26.4,1465,158,2043,1786,24.9,48.3,1.4942
26/10/2004,15.00.00,5.3,1606,30.9,1573,175,2165,1900,24.9,50,1.5522
26/10/2004,16.00.00,5.8,1669,32.8,1615,166,2232,1963,24,55,1.6211
26/10/2004,17.00.00,8.4,1822,45.9,1890,187,2641,2161,23.2,58.7,1.651
26/10/2004,18.00.00,9.5,1908,52.1,2007,180,2775,2372,22.5,61.5,1.6579
26/10/2004,19.00.00,6.2,1664,36.6,1699,134,2305,2062,22.2,61,1.6071
26/10/2004,20.00.00,5,1465,24,1404,127,1962,1736,22.6,58.3,1.5829
26/10/2004,21.00.00,2.1,1076,9.8,972,95,1506,1192,21,57.4,1.4098
26/10/2004,22.00.00,1.4,1055,7.9,895,79,1468,1043,19.8,63.7,1.4524
26/10/2004,23.00.00,1.6,1075,7.5,878,78,1495,948,17.7,78.8,1.5855
27/10/2004,00.00.00,2,1135,9.2,948,80,1569,992,17.6,80.5,1.6062
27/10/2004,01.00.00,1.2,998,5.7,799,67,1435,867,17.4,81.3,1.6066
27/10/2004,02.00.00,0.8,953,4.4,734,61,1401,825,17.4,81,1.6012
27/10/2004,03.00.00,0.6,926,3.9,708,-200,1381,803,17.2,81.8,1.5856
27/10/2004,04.00.00,-200,895,3.1,656,51,1343,786,17,81,1.5521
27/10/2004,05.00.00,0.7,967,5.1,767,56,1416,866,16.8,81.3,1.5447
27/10/2004,06.00.00,1.7,1164,10.5,997,68,1606,1113,17.6,78.8,1.5723
27/10/2004,07.00.00,3.4,1421,20.6,1313,101,1983,1384,18,75.7,1.5527
27/10/2004,08.00.00,4.9,1465,28.5,1515,119,2119,1516,18,74.8,1.5281
27/10/2004,09.00.00,2.7,1189,12.7,1075,108,1652,1222,18.2,74,1.5343
27/10/2004,10.00.00,3.2,1278,16.1,1182,132,1734,1354,19.7,65.4,1.4854
27/10/2004,11.00.00,2.7,1169,14.9,1144,130,1666,1291,21,57.9,1.4267
27/10/2004,12.00.00,3.2,1214,16.8,1203,129,1739,1308,20.7,58.6,1.4142
27/10/2004,13.00.00,4.1,1351,21.8,1345,117,1923,1420,19.5,67.1,1.506
27/10/2004,14.00.00,3.6,1340,18.6,1256,119,1842,1297,18.5,76.2,1.6045
27/10/2004,15.00.00,2.8,1157,14.5,1131,113,1675,1157,19.6,69.7,1.5675
27/10/2004,16.00.00,2.1,1118,13.4,1096,102,1649,1130,19.9,65.3,1.5066
27/10/2004,17.00.00,2.4,1150,15.8,1173,101,1711,1195,20,63.3,1.4622
27/10/2004,18.00.00,3.6,1247,20.7,1315,116,1874,1341,19.2,66.4,1.4592
27/10/2004,19.00.00,2.6,1194,16.6,1198,101,1732,1228,19.3,67.5,1.4977
27/10/2004,20.00.00,2.8,1184,15.3,1157,94,1685,1273,18.2,71.4,1.4776
27/10/2004,21.00.00,1.4,990,8,898,75,1442,1006,17.8,71.2,1.4396
27/10/2004,22.00.00,1.1,933,5.8,803,69,1369,898,17.6,69.9,1.3969
27/10/2004,23.00.00,1.3,968,7,858,60,1388,894,16,75.9,1.3721
28/10/2004,00.00.00,0.9,861,4.5,735,58,1287,789,16.9,72,1.3749
28/10/2004,01.00.00,1,904,5.2,774,51,1329,805,15.7,76.3,1.3519
28/10/2004,02.00.00,0.9,866,4.4,734,45,1299,770,14.8,78.7,1.3169
28/10/2004,03.00.00,0.7,881,4.2,724,-200,1277,776,14.8,79.7,1.3286
28/10/2004,04.00.00,-200,838,3.8,700,41,1268,744,14.6,79.9,1.3156
28/10/2004,05.00.00,0.8,905,5.2,776,48,1327,825,15.2,78,1.3382
28/10/2004,06.00.00,1.6,1055,10,977,61,1506,1013,15.5,77.2,1.3502
28/10/2004,07.00.00,3.4,1328,20,1296,88,1829,1341,15.7,76.4,1.3558
28/10/2004,08.00.00,4.4,1401,25.8,1449,102,1969,1528,16,76.4,1.3751
28/10/2004,09.00.00,3.5,1291,20,1296,97,1752,1432,16.7,73.8,1.3886
28/10/2004,10.00.00,3.4,1316,20.6,1314,116,1780,1499,18.6,66.3,1.4047
28/10/2004,11.00.00,2.4,1116,12.2,1057,112,1532,1236,20.4,58.1,1.3762
28/10/2004,12.00.00,2.3,1139,13.1,1088,101,1580,1180,20.6,57.3,1.3792
28/10/2004,13.00.00,2.6,1165,14.5,1131,99,1640,1196,21.6,53.6,1.3669
28/10/2004,14.00.00,2.9,1260,17.5,1224,113,1731,1301,21.4,55.6,1.4015
28/10/2004,15.00.00,4.4,1475,25.9,1451,122,1991,1646,20.7,63,1.5204
28/10/2004,16.00.00,5,1521,26.6,1470,139,1977,1720,21.3,61.9,1.5463
28/10/2004,17.00.00,6.5,1633,35.3,1671,149,2271,1852,20.8,64,1.5522
28/10/2004,18.00.00,5.9,1463,28.2,1508,136,2092,1670,20.3,66.7,1.5656
28/10/2004,19.00.00,2.7,1140,14.2,1122,103,1602,1208,19.7,64.5,1.4594
28/10/2004,20.00.00,2.5,1147,12.4,1065,112,1562,1160,19.4,64,1.4282
28/10/2004,21.00.00,1.5,988,6.6,839,88,1382,937,20.1,60.8,1.4152
28/10/2004,22.00.00,1,924,4.8,754,63,1327,783,20.4,60.4,1.4263
28/10/2004,23.00.00,1.2,950,5.4,782,69,1331,807,20.1,62.6,1.4543
29/10/2004,00.00.00,1,926,4.3,727,65,1326,729,19.9,64.9,1.4905
29/10/2004,01.00.00,0.8,879,2.9,645,50,1288,612,18.2,74.7,1.5441
29/10/2004,02.00.00,0.6,864,2.5,621,43,1286,574,18.4,73.8,1.5463
29/10/2004,03.00.00,0.6,868,2.2,596,-200,1276,579,18.7,73.5,1.5664
29/10/2004,04.00.00,-200,894,2.7,636,56,1308,687,18.2,76.6,1.5907
29/10/2004,05.00.00,1.1,1009,6.1,816,69,1430,856,18.5,76.4,1.6112
29/10/2004,06.00.00,1.3,1069,7.7,889,91,1469,976,19.3,71.6,1.5844
29/10/2004,07.00.00,2.9,1311,15.9,1178,111,1769,1208,20.2,66.9,1.5643
29/10/2004,08.00.00,3.7,1370,22.8,1372,124,1945,1400,20.8,64.7,1.5692
29/10/2004,09.00.00,3,1246,16.6,1197,119,1746,1278,21.9,61.8,1.6021
29/10/2004,10.00.00,1.4,1039,8.4,917,77,1467,934,23.5,57.7,1.6515
29/10/2004,11.00.00,2.6,1296,13.9,1113,101,1736,1073,19.8,81,1.8538
29/10/2004,12.00.00,4.2,1523,24.9,1428,116,2114,1363,20.2,86.5,2.0224
29/10/2004,13.00.00,5.1,1424,22.4,1361,137,1983,1346,20.2,82.2,1.9184
29/10/2004,14.00.00,5.5,1513,26.1,1457,163,2125,1393,19.7,82.2,1.8669
29/10/2004,15.00.00,4.5,1338,18.1,1244,144,1847,1255,20.2,79.1,1.85
29/10/2004,16.00.00,2.7,1214,13.9,1113,118,1664,1213,20.1,75.4,1.751
29/10/2004,17.00.00,3.1,1290,18.5,1253,135,1807,1332,20.2,72.3,1.6893
29/10/2004,18.00.00,4.2,1353,20.9,1323,129,1860,1430,20,73.3,1.693
29/10/2004,19.00.00,3.1,1130,12.9,1082,128,1591,1102,18.3,74.9,1.5583
29/10/2004,20.00.00,1.7,969,6.7,843,103,1375,895,18.9,70.4,1.5259
29/10/2004,21.00.00,1.8,1038,7,856,116,1415,905,17.3,76.3,1.4919
29/10/2004,22.00.00,1.7,1020,7.3,869,95,1410,869,17.1,77.9,1.5081
29/10/2004,23.00.00,2.1,1097,9.1,944,107,1489,982,17.3,79.3,1.5569
30/10/2004,00.00.00,2.4,1123,9.9,973,108,1520,999,17.3,79.9,1.5643
30/10/2004,01.00.00,1.8,1023,6.9,851,94,1413,881,16.9,80.6,1.5372
30/10/2004,02.00.00,1.5,1015,6.5,833,84,1400,868,16.9,81.4,1.551
30/10/2004,03.00.00,1.4,979,5.9,805,-200,1383,843,16.8,81.5,1.5418
30/10/2004,04.00.00,-200,931,5.4,784,72,1372,833,16.9,79.8,1.5238
30/10/2004,05.00.00,1,922,5.4,783,76,1367,825,16.7,79.7,1.503
30/10/2004,06.00.00,1.4,989,7.8,891,82,1453,901,16.8,79,1.4978
30/10/2004,07.00.00,2.4,1149,13.6,1103,94,1662,1090,16.8,79.8,1.5115
30/10/2004,08.00.00,3.1,1202,15.4,1160,102,1723,1165,16.9,79.9,1.5253
30/10/2004,09.00.00,3,1206,14.4,1131,106,1675,1201,17.4,79.3,1.5593
30/10/2004,10.00.00,2.7,1224,14.3,1126,108,1656,1231,18,76.6,1.5706
30/10/2004,11.00.00,4,1371,20.3,1305,152,1845,1461,21.2,64.4,1.6015
30/10/2004,12.00.00,3.7,1327,18.7,1259,160,1826,1434,22.4,60.8,1.6261
30/10/2004,13.00.00,3.4,1301,17.3,1218,133,1806,1399,22.6,61.1,1.6596
30/10/2004,14.00.00,3.4,1301,16.9,1208,147,1781,1417,23.6,57.3,1.645
30/10/2004,15.00.00,3.2,1314,16.4,1191,135,1777,1395,23.5,58.3,1.664
30/10/2004,16.00.00,3.9,1394,19.1,1272,135,1869,1442,22.9,61.6,1.7014
30/10/2004,17.00.00,3.7,1385,18.7,1260,129,1850,1425,22.3,64.3,1.7055
30/10/2004,18.00.00,4.3,1440,22.4,1362,117,1968,1496,21.6,68,1.7305
30/10/2004,19.00.00,4.9,1493,25.3,1437,116,2015,1551,21.2,67.4,1.6755
30/10/2004,20.00.00,4,1319,17.7,1230,109,1785,1381,20.8,65.8,1.6001
30/10/2004,21.00.00,2.8,1187,13.8,1110,96,1658,1229,20.4,64.8,1.5379
30/10/2004,22.00.00,2.4,1119,10.2,984,90,1539,1082,20.1,66.7,1.5548
30/10/2004,23.00.00,1.9,1100,8.6,924,82,1494,963,19.5,70,1.5711
31/10/2004,00.00.00,2,1076,7.9,895,86,1492,939,19.3,70.4,1.5578
31/10/2004,01.00.00,1.5,972,5.7,799,72,1425,825,19.7,68.6,1.5563
31/10/2004,02.00.00,1.3,973,6.4,828,61,1445,811,19.7,68.2,1.5484
31/10/2004,03.00.00,1,918,4.6,742,-200,1386,720,19.9,68.4,1.5673
31/10/2004,04.00.00,-200,844,2.7,630,45,1320,627,18.4,74.2,1.5581
31/10/2004,05.00.00,0.5,817,2.1,588,37,1310,589,18.9,71.3,1.5449
31/10/2004,06.00.00,0.4,791,1.2,519,31,1295,540,18.1,79,1.6224
31/10/2004,07.00.00,0.4,819,1.4,537,30,1315,551,20.4,71.2,1.6834
31/10/2004,08.00.00,0.9,972,4.6,743,41,1477,742,20.6,70.7,1.6996
31/10/2004,09.00.00,1.3,997,5.7,797,64,1470,824,19.3,74.1,1.6391
31/10/2004,10.00.00,2.1,1194,10.6,1000,74,1642,1059,22.2,64.4,1.7005
31/10/2004,11.00.00,2.4,1240,11,1014,77,1643,1144,23,64.6,1.7851
31/10/2004,12.00.00,2,1117,8.6,922,83,1585,994,24.3,57.4,1.7233
31/10/2004,13.00.00,1.8,1141,8.8,932,71,1595,1014,22,67,1.7441
31/10/2004,14.00.00,1.5,1062,7.5,880,62,1580,924,22.9,65.7,1.8148
31/10/2004,15.00.00,1.6,1160,11.6,1036,62,1727,1023,23.2,63.9,1.7957
31/10/2004,16.00.00,2.2,1169,10.1,983,79,1633,1033,23,62.3,1.7248000000000001
31/10/2004,17.00.00,2.3,1185,10.8,1006,93,1638,1065,22.4,63.2,1.6878
31/10/2004,18.00.00,6.6,1571,30.3,1559,106,2277,1516,21.7,66.6,1.7077
31/10/2004,19.00.00,4.7,1464,22.4,1362,100,1987,1648,21.2,70.3,1.7476
31/10/2004,20.00.00,4.1,1423,20.6,1314,89,1912,1466,20.8,70.9,1.7203
31/10/2004,21.00.00,4.1,1318,17.5,1226,83,1848,1365,20,73.2,1.6965
31/10/2004,22.00.00,2.7,1229,13.9,1114,76,1723,1247,19.7,73.7,1.6708
31/10/2004,23.00.00,2.6,1187,13.6,1105,68,1700,1183,19.9,72.6,1.6681
01/11/2004,00.00.00,3.2,1353,15.9,1176,69,1723,2150,20.1,71.3,1.6564
01/11/2004,01.00.00,3.7,1407,17.8,1235,77,1780,2519,20.1,71.1,1.6498
01/11/2004,02.00.00,3.5,1333,16.7,1201,68,1767,1925,19.6,73.2,1.6543
01/11/2004,03.00.00,3,1269,16,1181,-200,1756,1762,19.1,75.8,1.6568
01/11/2004,04.00.00,-200,1253,16.9,1206,52,1779,1579,18.4,77.9,1.6389
01/11/2004,05.00.00,2.7,1212,15,1149,49,1710,1599,18.4,78.1,1.637
01/11/2004,06.00.00,1.8,1061,9.6,962,45,1554,1395,19.2,74.7,1.6398
01/11/2004,07.00.00,1.3,1028,7.8,890,51,1525,1323,19.4,75.1,1.6766
01/11/2004,08.00.00,1.5,1067,8.7,928,51,1564,1309,19.1,75.6,1.6519
01/11/2004,09.00.00,1.9,1111,9.8,970,62,1594,1441,20.3,71.1,1.6803
01/11/2004,10.00.00,2.2,1189,12.4,1065,74,1683,1830,23.1,61.3,1.7131
01/11/2004,11.00.00,2.6,1293,13.9,1114,88,1702,1704,25.1,56,1.7565
01/11/2004,12.00.00,2.7,1285,12.5,1065,90,1686,1576,25.8,56.1,1.841
01/11/2004,13.00.00,2.5,1236,10.9,1011,91,1706,1305,23.7,68.2,1.9739
01/11/2004,14.00.00,1.5,1082,6.5,834,64,1562,991,23.1,70.8,1.98
01/11/2004,15.00.00,2,1188,9.4,954,72,1636,1148,23.9,66.3,1.9361
01/11/2004,16.00.00,3.1,1348,15.3,1157,88,1810,1307,23.8,65,1.8897
01/11/2004,17.00.00,3.7,1394,16.4,1193,110,1811,1386,23.2,65.6,1.8435
01/11/2004,18.00.00,4,1472,19.8,1290,95,1942,1420,21.8,72.7,1.8789
01/11/2004,19.00.00,4.1,1291,15.8,1174,91,1746,1341,21.7,67.3,1.7256
01/11/2004,20.00.00,3.1,1264,14.5,1133,94,1750,1258,21.3,66.3,1.6594
01/11/2004,21.00.00,3.2,1264,14.7,1138,86,1733,1245,20.4,71.6,1.7004
01/11/2004,22.00.00,3.2,1260,15.3,1160,79,1755,1231,19.6,75.3,1.6981
01/11/2004,23.00.00,2.7,1184,13,1084,71,1674,1151,19.3,75.8,1.6762
02/11/2004,00.00.00,2.3,1122,10.5,996,62,1586,1048,18.4,76.3,1.6017
02/11/2004,01.00.00,1.6,983,7.6,881,56,1472,928,18.2,76.4,1.5787
02/11/2004,02.00.00,1.1,885,4.8,753,49,1374,813,17.9,74.8,1.5219
02/11/2004,03.00.00,0.7,825,3.1,661,-200,1334,753,17.5,74.5,1.4781
02/11/2004,04.00.00,-200,791,2.6,627,38,1306,709,17.2,74,1.4388
02/11/2004,05.00.00,0.6,802,2.7,636,35,1289,721,17.6,73.2,1.4555
02/11/2004,06.00.00,0.5,804,3,652,37,1294,710,17.9,69.3,1.4099
02/11/2004,07.00.00,1.5,1014,8.7,927,56,1497,951,16.1,76.3,1.3902
02/11/2004,08.00.00,3.4,1316,20.7,1317,85,1860,1336,17.1,72.8,1.4054
02/11/2004,09.00.00,4.4,1296,25.2,1435,112,1899,1489,20.8,57.9,1.407
02/11/2004,10.00.00,4.4,1381,23.6,1394,107,1911,1558,20.6,60.2,1.4428
02/11/2004,11.00.00,5.8,1570,32.9,1617,151,2170,1944,22.1,56.6,1.4851
02/11/2004,12.00.00,4.9,1426,25.6,1445,151,1970,1782,24,50,1.4679
02/11/2004,13.00.00,5.1,1535,31.2,1578,150,2125,1921,25.7,45.6,1.487
02/11/2004,14.00.00,7.5,1678,37.9,1727,190,2318,2039,25.5,49.7,1.5985
02/11/2004,15.00.00,5.8,1605,32.3,1603,168,2199,1912,25.2,50.6,1.5989
02/11/2004,16.00.00,5.9,1559,31.5,1586,127,2197,1827,25.4,50.7,1.6187
02/11/2004,17.00.00,6.8,1713,38,1728,140,2386,1919,24.4,56,1.6885
02/11/2004,18.00.00,7.9,1751,44.1,1853,158,2496,2013,23,62.1,1.7283
02/11/2004,19.00.00,8,1723,44.9,1869,121,2563,1919,21.8,65.3,1.6889
02/11/2004,20.00.00,9.2,1778,48.2,1935,119,2643,1927,20.9,67.5,1.6539
02/11/2004,21.00.00,5.9,1461,29.1,1529,96,2111,1573,20.2,68.6,1.6034
02/11/2004,22.00.00,3.7,1258,19.1,1272,77,1804,1325,19.3,70.8,1.5728
02/11/2004,23.00.00,2.6,1138,13.9,1113,66,1641,1203,19.2,68.8,1.5097
03/11/2004,00.00.00,1.1,936,6.8,849,56,1381,947,20.4,61.1,1.4495
03/11/2004,01.00.00,2.6,1167,13.2,1090,62,1620,1106,18,71.5,1.4615
03/11/2004,02.00.00,2.2,1071,10.7,1003,58,1542,1045,17.5,73.2,1.4515
03/11/2004,03.00.00,0.9,866,4.1,717,-200,1328,827,17.2,71.7,1.394
03/11/2004,04.00.00,-200,836,2.9,647,37,1271,777,16.4,74.4,1.3779
